src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,avg_packet_size,min_packet_size,max_packet_size,std_packet_size,avg_inter_arrival,min_inter_arrival,max_inter_arrival,std_inter_arrival,tcp_packet_count,udp_packet_count,icmp_packet_count,tcp_syn_count,tcp_ack_count,tcp_rst_count,tcp_fin_count,is_suspicious_port,is_high_volume,has_unusual_protocol,total_bytes,bytes_per_packet_ratio,packet_rate,tcp_connection_established,label
192.168.100.50,10.0.0.138,63020,22,TCP,0.4218756402202498,12,53.95420985388038,37.56147313525628,120.89771886902359,21.047350418238864,0.0023763143226281564,0.002017493424573146,0.05921698082161454,0.011543105249436946,11,0,0,4,1,7,0,1,0,0,1356.955007837019,80.68434734272081,78.41324690863964,0,1
192.168.100.50,10.0.0.79,40922,3389,TCP,0.3656745956593247,15,40.42431044984788,45.37166502385122,112.59023671347403,15.07732974759016,0.013319402773500024,0.0011064477813737864,0.15050102037746926,0.0023836028768413503,13,0,0,7,1,3,0,1,0,0,1002.6900729238586,89.22852653406751,7.551724662858018,0,1
192.168.100.50,10.0.0.170,64473,23,TCP,0.2567046450172804,11,44.10667768572638,42.482000588669706,113.09236526508452,19.970226453936352,0.003856861768094852,0.0005943621129648129,0.024906472205362646,0.002731188727828521,9,0,0,7,2,3,0,1,0,0,955.0293888410296,90.66482376097119,156.12735331991675,0,1
192.168.100.50,10.0.0.123,50367,135,TCP,0.074795690821474,12,45.413613638989155,50.37532519674271,85.50764914944375,23.92001389655374,0.007053102363562192,0.000669235741844113,0.017980399861983347,0.0033028977644847476,10,0,0,5,2,3,0,1,0,0,814.2415837095083,70.34031136035163,24.562027306978027,0,1
192.168.100.50,10.0.0.176,53737,135,TCP,0.24210262752048617,15,58.56702480242556,45.90064086870764,98.80917363391445,19.058693324568466,0.001773472276656689,0.00022847834095400028,0.05214354274792678,0.00529545210803004,10,0,0,7,5,7,0,1,0,0,1587.1315804655555,83.64635206789733,113.02200365512812,0,1
192.168.100.50,10.0.0.44,40564,22,TCP,0.26106122287304756,9,66.77377087805489,45.721465342799696,95.49301076918944,25.96556472925514,0.03212538981685402,0.000985647857367232,0.26116322244729956,0.0026699756700097927,13,0,0,10,0,2,0,1,0,0,785.3343935554209,77.32339286387293,162.5628898111523,0,1
192.168.100.50,10.0.0.82,59642,445,TCP,0.4678499898023612,9,41.94828248257124,33.06065724772099,84.91597936465801,25.10757696390932,0.0190771861929179,0.0004443242031000813,0.12393299493894105,0.00019847140688670828,13,0,0,7,0,5,0,1,0,0,914.2304148787853,91.75041976224126,82.52554862338086,0,1
192.168.100.50,10.0.0.87,50789,8080,TCP,0.33848874661197176,13,60.7684814465768,43.819301758167114,105.4024627591865,24.59457427329165,0.01993554698484748,0.005436471237663443,0.0542873076024237,0.02115218424266621,8,0,0,5,2,5,0,1,0,0,1083.1673672572122,85.22605003340874,135.04763796278155,0,1
192.168.100.50,10.0.0.225,42500,8080,TCP,0.190243812494592,13,28.30322582274298,39.73446599151545,91.93531363330275,17.701716138635014,0.005221794157730675,0.0006542794436606218,0.07283022826106168,0.03369984551406164,8,0,0,7,1,3,0,1,0,0,1120.0425931488555,67.45990158266503,108.42961914043326,0,1
192.168.100.50,10.0.0.16,60950,3389,TCP,0.2863932190028246,10,38.058105989077106,37.24509098230875,109.83105744775355,14.600787761092565,0.014370034628429897,0.0006653094822375598,0.008797148630394106,0.00417897653461169,10,0,0,8,4,4,0,1,0,0,1191.5864110431369,140.45180461138963,43.93266906460824,0,1
192.168.100.50,10.0.0.54,46881,3389,TCP,0.07972488851997203,13,40.41221543813225,40.84007670266264,83.94712655658503,16.932061973186027,0.0015534023502232128,0.000834369299518789,0.4171823822782852,0.004132556952173689,10,0,0,5,4,1,0,1,0,0,1361.5217015538526,125.05081462058462,165.47414917369082,0,1
192.168.100.50,10.0.0.102,43636,23,TCP,0.48765570604238156,13,36.474913105592776,44.72605767305742,125.78560919262732,20.981204703333603,8.656361011053939e-05,0.0024859792622560963,0.10978345053047817,7.117079205984536e-05,10,0,0,4,2,4,0,1,0,0,1101.2315310921424,84.41961156960029,34.913397704343005,0,1
192.168.100.50,10.0.0.163,62414,135,TCP,0.2120269558688267,14,34.1641161021242,42.50415795502106,86.55501012111907,22.728933567661777,0.0002017508788060096,0.0016135368007096594,0.033603802675275504,0.01140217991239729,14,0,0,5,1,5,0,1,0,0,788.7938400066664,105.4484279330722,84.6794795032674,0,1
192.168.100.50,10.0.0.98,40223,139,TCP,0.26504030971091114,9,54.129989121377974,35.6076309932897,103.28953505800654,9.142142976197762,0.008833438344635727,0.0005998937868504367,0.08814265963178636,0.01745486159673842,6,0,0,6,1,3,0,1,0,0,948.6109749756437,108.3493017964259,136.80527128571723,0,1
192.168.100.50,10.0.0.156,46297,135,TCP,0.2098777884066152,8,47.859323022721384,43.7122945679631,111.87788965582101,19.95943399194125,0.006076943437512392,0.0012683309540791226,0.011595237416773537,0.001585366345000549,9,0,0,4,4,5,0,1,0,0,1061.566474502777,123.82171709546954,47.63532008773319,0,1
192.168.100.50,10.0.0.2,54895,8080,TCP,0.35713027855229007,20,53.794053976051096,36.81206228962018,91.44039354699831,20.790446126615922,0.007298430096471215,0.0008824583046410202,0.33766023974738735,0.0017395626287471564,8,0,0,6,1,1,0,1,0,0,1413.6452083011648,83.62789946679843,36.06365057405852,0,1
192.168.100.50,10.0.0.94,40350,23,TCP,0.34800447124831685,9,56.90472686121513,41.08341559482143,112.78702965149427,18.612278718422242,7.491128991723805e-05,0.0006779966293726646,0.019211130585570828,0.015610442552986117,12,0,0,4,8,3,0,1,0,0,720.4389043151406,121.84213567964852,61.497577993192905,0,1
192.168.100.50,10.0.0.141,63698,135,TCP,0.37189503973811106,15,52.65616993172534,38.48324966261433,81.56224603299376,26.456369195079397,0.005493700397326482,0.00021358410474777548,0.10442102379321903,0.009578701703549254,5,0,0,6,0,5,0,1,0,0,1240.5153010450456,89.0418939158613,170.35480315197645,0,1
192.168.100.50,10.0.0.169,58312,22,TCP,0.1706644533253644,13,56.57763176150374,38.90566874132187,121.7817654877384,22.108900371254354,0.012660899436457512,0.0006235022135159872,0.028163964810765985,0.0004589793620499067,9,0,0,6,1,5,0,1,0,0,1035.9828739092834,73.28275191662773,265.8142991712515,0,1
192.168.100.50,10.0.0.208,64127,8080,TCP,0.19205081652382971,16,49.30467713757731,43.83121487520255,100.21223897448637,26.550959540404484,0.005846402834969434,0.00028212233914808727,0.1264294035716798,0.009743091960868719,8,0,0,6,3,3,0,1,0,0,1167.5661070458962,114.48273118628995,78.7641201804054,0,1
192.168.100.50,10.0.0.59,64924,135,TCP,0.10636305399329357,13,38.13006611694256,34.79903140092051,91.05382888046681,18.92019739824884,0.013175865671626402,0.0024632486841282006,0.1499782784420787,0.0036949639261205764,9,0,0,7,1,4,0,1,0,0,979.6010566728136,125.81516848244857,108.3131355050817,0,1
192.168.100.50,10.0.0.69,44732,135,TCP,0.3449794873307507,20,60.57814180820796,49.72597537138466,95.51227341358849,24.687387462534623,0.0026529320334016115,0.0004085801751399959,0.11190795072251306,0.004600139414971133,7,0,0,7,3,5,0,1,0,0,831.5134739747348,151.7581794706137,233.58691343916996,0,1
192.168.100.50,10.0.0.119,41017,8080,TCP,0.06790870730104365,13,44.10887867218873,30.89456965352752,112.13378904089079,28.175331972637597,0.016774063328595237,0.003042069753215484,0.0953212685863501,0.014685089048092959,12,0,0,7,2,5,0,1,0,0,1150.1745558802663,76.00549469819573,10.374720819725699,0,1
192.168.100.50,10.0.0.92,58610,139,TCP,0.3189570509855566,14,40.64403701237574,37.01166158372571,91.23317062224342,26.558467246363307,0.008877791779354787,0.0007615444225294775,0.22299769746132633,0.016656654267857493,10,0,0,6,2,4,0,1,0,0,1130.8862054211243,113.97839370161577,26.406786599889674,0,1
192.168.100.50,10.0.0.181,63590,8080,TCP,0.44136314818323524,9,48.22082124195602,41.85105944970871,88.75963465865834,14.539292032856334,0.0023668874899555976,0.0009984350052052564,0.008189001647048279,0.005114201785450442,8,0,0,8,1,4,0,1,0,0,1194.4113931479444,91.80397512412934,123.4088449706281,0,1
192.168.100.50,10.0.0.231,55229,22,TCP,0.4508744667303351,17,40.87189080703487,42.92157083217655,96.67695103624392,18.731619612288096,0.002701309659716003,0.0007829415781745411,0.04018438215585191,0.029403531217824578,9,0,0,4,2,4,0,1,0,0,997.339072924273,115.66717421048062,173.58204160092262,0,1
192.168.1.43,203.0.113.0,43344,443,TCP,43.22253285466298,861,1457.451734061718,1046.3233046704024,1543.5456024224704,144.48085196875215,0.04956056730069633,0.019005368288347792,0.000944712801203812,0.08112666998218386,591,0,0,0,398,0,1,0,1,0,1060601.9138854982,1228.6357030931308,3.3204921059297794,1,1
192.168.1.167,203.0.113.0,54463,443,TCP,45.4399632453077,798,1181.3566774265435,981.178753789441,1580.6901357518077,95.33627631063479,0.07195267907185966,0.021024834677389782,0.015028648891108243,0.06136198062253788,598,0,0,0,401,1,1,0,1,0,966336.2917137946,1309.7737112315751,51.46968914030653,1,1
192.168.1.201,203.0.113.0,30425,443,TCP,18.89398977303143,806,1457.8191895055586,871.8148596557337,1501.0212759459043,148.1963785841281,0.07246607971970799,0.007972387511991924,0.06860181052124921,0.01643661154282933,592,0,0,2,399,4,2,0,1,0,902131.9268590647,1371.3731946394735,44.29835266404865,1,1
192.168.1.134,203.0.113.0,36053,443,TCP,54.42666442622424,803,1452.420020840947,840.3091667879459,1450.8974329003554,109.91371498555307,0.02202313058475449,0.01067634211227721,0.42781297073016833,0.03526173237177167,619,0,0,4,398,1,1,0,1,0,963790.3949695181,1416.6760519889428,113.0687376839285,1,1
192.168.1.211,203.0.113.0,11837,443,TCP,32.0953922489463,801,1272.1866859814834,1031.0342619944954,1428.962515516045,184.75831100225105,0.016015993263531186,0.004816509082447407,0.03180265275316208,0.06993858377086581,611,0,0,3,390,2,1,0,1,0,913216.526607058,1392.918669004948,52.94850473066523,1,1
